year,company,listing_date,issue_price,listing_return_pct
2026,Gaja Alternative,2026-08-26,160.0,5.42
2026,Tempsens Instruments,2026-08-28,300.0,95.55
2026,Augmont Enterprises,2026-08-31,788.0,15.25
2026,Hy-Tech Engineers,2026-09-01,53.0,48.58
2026,Symbiotec Pharmalab,2026-09-01,988.0,11.1
2026,Skyways Air Services,2026-09-01,138.0,-9.01
2026,Annu Projects,2026-09-02,99.0,-23.64
2026,Lumino Industries,2026-09-03,82.0,34.54
2026,ESDS Software,2026-09-04,429.0,111.75
2026,Priority Jewels,2026-09-04,200.0,20.75
2026,Purple Style Labs,2026-09-07,575.0,-1.12
2026,Deepa Jewellers,2026-09-08,177.0,9.81
2026,Rays of Belief,2026-09-08,239.0,-4.46
2026,Pranav Constructions,2026-09-15,124.0,6.45
2026,Glass Wall Systems,2026-09-16,182.0,18.05
2026,Kanohar Electricals,2026-09-16,632.0,18.91
2026,Prasol Chemicals,2026-09-16,676.0,-0.74
2026,ARCIL,2026-09-17,139.0,-1.42
2026,Karamtara Engineering,2026-09-17,254.0,38.58
2026,LCC Projects,2026-09-17,146.0,16.51
2026,Manipal Payment,2026-09-17,339.0,1.81
2026,Rentomojo,2026-09-17,404.0,32.24
2026,Steamhouse India,2026-09-17,81.0,26.6
2026,Veegaland Developers,2026-09-18,140.0,4.5
